place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJ1dIFfik4ZS4RLD78BWtDaOc,Pantai Jetis,,,1179,4.3,,,,,,,https://lh3.ggpht.com/p/AC9h4npaVk9tky5pFmyN-mPCdsg1ILSA96givhOLdGUqQ5Nk0eXYUVNispFOGUCpq_W1wSCrRNGTdIQzs0jnjRWHbGXzQ7noqPkYV7pkydArXdkAzI_PAuCAwBHBkOOsTV3svGnEOSUr=s1024,Pantai,Pantai,,,Open All Days,"Area Sawah, Jetis, Kec. Nusawungu, Kabupaten Cilacap, Jawa Tengah","wisata, pemandangan, pasar ikan, pedagang, tiket, penjual, pungli, duduk, tarif, masak",https://www.google.com/maps/place/Pantai+Jetis/data=!4m7!3m6!1s0x2e6538297e05d2d5:0xe768436b05fc3e2c!8m2!3d-7.715!4d109.375!16s%2Fg%2F11b_2rp0b9!19sChIJ1dIFfik4ZS4RLD78BWtDaOc?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ96LB_moecS4Rv0-Ol7hToYA,Pantai Teluk Awur,"Wisata Pantai di Desa Teluk Awur, Kecamatan Tahunan, Kabupaten Jepara",,2758,4.3,"Name: Pantai Kartini Jepara
Link: https://www.google.com/maps/search/Pantai+Kartini+Jepara/@-6.589184899999999,110.6461048?authuser=0&hl=id&entry=ttu
Reviews: 14639 reviews

Name: Pantai Teluk Awur 3
Link: https://www.google.com/maps/search/Pantai+Teluk+Awur+3/@-6.6311127,110.6375108?authuser=0&hl=id&entry=ttu
Reviews: 372 reviews

Name: Pantai Teluk Awur Jepara
Link: https://www.google.com/maps/search/Pantai+Teluk+Awur+Jepara/@-6.6151095,110.64880529999999?authuser=0&hl=id&entry=ttu
Reviews: 76 reviews

Name: Wisata Teluk Awur
Link: https://www.google.com/maps/search/Wisata+Teluk+Awur/@-6.617057,110.64708010000001?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: Desa Wisata Bahari Teluk Awur
Link: https://www.google.com/maps/search/Desa+Wisata+Bahari+Teluk+Awur/@-6.6161715,110.64800509999999?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,,Pantai Teluk Awur (Pemilik),https://www.google.com/maps/contrib/110709715389211828813,https://lh3.ggpht.com/p/AC9h4nqgMsBQa0JX1ptqXz8jU856n5y0_8q6klGMZKPWUGhgnivevAdIL3YKXvoac24VO0lrNFEmvMF0VRyEjMVHJ-3WvDrJ-G6esJ3KO_GA0VyW1lYUwyV65twBWyo42pn6ZA=s1024,Tujuan Wisata,Tujuan Wisata,,,Open All Days,"Jl. Tlk. Awur, Telukawur, Kec. Tahunan, Kabupaten Jepara, Jawa Tengah","sunset, kebersihan, pasir, pinggir pantai, liburan, ombak, santai, penjual, musim hujan, pedagang",https://www.google.com/maps/place/Pantai+Teluk+Awur/data=!4m7!3m6!1s0x2e711e6afec1a2f7:0x80a153b8978e4fbf!8m2!3d-6.6174807!4d110.6467488!16s%2Fg%2F11fx8_9sdn!19sChIJ96LB_moecS4Rv0-Ol7hToYA?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ8R9Fmqzaby4RBaT61YTWkR0,OBYEK WISATA PANTAI WIDURI,,,501,4.2,"Name: Pantai Sirkuit Widuri Pemalang
Link: https://www.google.com/maps/search/Pantai+Sirkuit+Widuri+Pemalang/@-6.860494900000001,109.38462279999999?authuser=0&hl=id&entry=ttu
Reviews: 3015 reviews

Name: Dermaga Cinta Pantai Widuri
Link: https://www.google.com/maps/search/Dermaga+Cinta+Pantai+Widuri/@-6.8606982,109.3813248?authuser=0&hl=id&entry=ttu
Reviews: 399 reviews

Name: Pantai Widuri Pemalang Jawa Tengah
Link: https://www.google.com/maps/search/Pantai+Widuri+Pemalang+Jawa+Tengah/@-6.8616775,109.3804555?authuser=0&hl=id&entry=ttu
Reviews: 175 reviews

Name: Taman Widuri
Link: https://www.google.com/maps/search/Taman+Widuri/@-6.8608461,109.38204789999999?authuser=0&hl=id&entry=ttu
Reviews: 13 reviews

Name: Wisata Pantai Widuri & Sirkuit Widuri
Link: https://www.google.com/maps/search/Wisata+Pantai+Widuri+%26+Sirkuit+Widuri/@-6.8620486,109.37499349999999?authuser=0&hl=id&entry=ttu
Reviews: 7 reviews",,0816-679-183,1,OBYEK WISATA PANTAI WIDURI (Pemilik),,https://lh3.ggpht.com/p/AF1QipPhdyW2HCRksZfHLivCFVuWpJMBWPQ41pIk2UI3=s1024,Tujuan Wisata,Tujuan Wisata,08.00-17.00,,Open All Days,"49PJ+M4W, Widuri, Kec. Pemalang, Kabupaten Pemalang, Jawa Tengah 52314","liburan, kebersihan, anak, pemandangan, rekreasi, santai, kolam renang, toilet, luas, sejuk",https://www.google.com/maps/place/OBYEK+WISATA+PANTAI+WIDURI/data=!4m7!3m6!1s0x2e6fdaac9a451ff1:0x1d91d684d5faa405!8m2!3d-6.8632729!4d109.380313!16s%2Fg%2F11hchvfkw4!19sChIJ8R9Fmqzaby4RBaT61YTWkR0?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJv6D0I00VZS4RR-5BCjMM7Cs,Pantai Srandil,,,485,4.2,"Name: Pantai Sodong
Link: https://www.google.com/maps/search/Pantai+Sodong/@-7.6913293,109.1754562?authuser=0&hl=id&entry=ttu
Reviews: 5489 reviews

Name: Gunung Srandil
Link: https://www.google.com/maps/search/Gunung+Srandil/@-7.684843499999999,109.1913376?authuser=0&hl=id&entry=ttu
Reviews: 445 reviews

Name: Wisata Pantai Sodong
Link: https://www.google.com/maps/search/Wisata+Pantai+Sodong/@-7.6874409,109.1849375?authuser=0&hl=id&entry=ttu
Reviews: 61 reviews

Name: Petilasan gunung srandil cilacap
Link: https://www.google.com/maps/search/Petilasan+gunung+srandil+cilacap/@-7.6841853,109.19147439999999?authuser=0&hl=id&entry=ttu
Reviews: 13 reviews

Name: Pantai Wisanggeni
Link: https://www.google.com/maps/search/Pantai+Wisanggeni/@-7.693781,109.19986639999999?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews",,,1,Pantai Srandil (Pemilik),,https://lh3.ggpht.com/p/AC9h4nqH5Ku2mckxRaAQGRTA5OyDjXKx0W6RZT2_tpBjkS1w_EBPIUxmR4BJRftRmaOfSVl-draK3Y-ad3b5Apwc46LKUjP0R9d06Fh3ofVIE4AONr_ENNc1XTIEbBK08ND5cTkJWjlX6A=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"854R+R3J, Sawah,Ladang, Karangbenda, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271","pantainya, pemandangan, ombak, pinggir pantai, kebersihan, bukit, damai, rekreasi, sore, hammock",https://www.google.com/maps/place/Pantai+Srandil/data=!4m7!3m6!1s0x2e65154d23f4a0bf:0x2bec0c330a41ee47!8m2!3d-7.6929208!4d109.1901521!16s%2Fg%2F11b8_gc2d9!19sChIJv6D0I00VZS4RR-5BCjMM7Cs?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJp6PX6TC3by4RSR0V8ywEOT8,PANTAI MUARA ANYAR ,,,75,4.6,"Name: Pantai Batam Sari
Link: https://www.google.com/maps/search/Pantai+Batam+Sari/@-6.847638,109.15322909999999?authuser=0&hl=id&entry=ttu
Reviews: 495 reviews

Name: Pantai jongor paling keren
Link: https://www.google.com/maps/search/Pantai+jongor+paling+keren/@-6.8481942,109.1274521?authuser=0&hl=id&entry=ttu
Reviews: 24 reviews

Name: Pantai Marinda Tegal
Link: https://www.google.com/maps/search/Pantai+Marinda+Tegal/@-6.8479006,109.14959809999999?authuser=0&hl=id&entry=ttu
Reviews: 18 reviews

Name: Muarareja Tegal Beach
Link: https://www.google.com/maps/search/Muarareja+Tegal+Beach/@-6.841724900000001,109.10901319999999?authuser=0&hl=id&entry=ttu
Reviews: 11 reviews

Name: Pantai Muarareja Indah
Link: https://www.google.com/maps/search/Pantai+Muarareja+Indah/@-6.845098699999999,109.1148407?authuser=0&hl=id&entry=ttu
Reviews: 8 reviews",,,,PANTAI MUARA ANYAR  (Pemilik),https://www.google.com/maps/contrib/114732227185350536599,https://lh3.ggpht.com/p/AF1QipPngkoGJIIm7gH4RdMv800sVlebzbvVdeKxlbtY=s1024,Tujuan Wisata,Tujuan Wisata,04.00-18.00,,Open All Days,"5463+59J, Muarareja, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52117","pantainya, roda, kendaraan, senja, duduk, ombak, sore",https://www.google.com/maps/place/PANTAI+MUARA+ANYAR+%EF%B8%8F/data=!4m7!3m6!1s0x2e6fb730e9d7a3a7:0x3f39042cf3151d49!8m2!3d-6.8402012!4d109.1039833!16s%2Fg%2F11qgdj_gpp!19sChIJp6PX6TC3by4RSR0V8ywEOT8?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJASyKm0s3ZS4RUddaIhA5Brw,Pantai Sawangan Ayah Kebumen,,,136,4.6,,,,,,,https://lh3.ggpht.com/p/AC9h4no8RkWpCl0A_3z6it-DvUyplflzA3ERJVEizb84J_183TISPH92yuwr9vp4oV4bLxUMXMA86ky1GVMrdgQv2JYqn3tITi8_i_DJm5IbqxCz27l5q_srpKVIUl-wekeitI8MsdFYOg=s1024,Pantai,Pantai,,,Open All Days,"pantai sawangan ayah, Tj. Nagasari, Karangduwur, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah","pemandangan, air terjun, bukit, air minum, cape, gada, tiket, alat, tenaga, orang",https://www.google.com/maps/place/Pantai+Sawangan+Ayah+Kebumen/data=!4m7!3m6!1s0x2e65374b9b8a2c01:0xbc063910225ad751!8m2!3d-7.7575867!4d109.3971673!16s%2Fg%2F11c74ds5ld!19sChIJASyKm0s3ZS4RUddaIhA5Brw?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ0RgTcqL1cC4RdI3P7nH-ySU,Pantai Gabdor,Spot mancing,,13,4.9,"Name: Pantai Baruna
Link: https://www.google.com/maps/search/Pantai+Baruna/@-6.9452716,110.39987330000001?authuser=0&hl=id&entry=ttu
Reviews: 517 reviews

Name: Sea View Point
Link: https://www.google.com/maps/search/Sea+View+Point/@-6.9474675,110.39086979999999?authuser=0&hl=id&entry=ttu
Reviews: 173 reviews

Name: Pantai tiram pojok
Link: https://www.google.com/maps/search/Pantai+tiram+pojok/@-6.9539466999999995,110.352555?authuser=0&hl=id&entry=ttu
Reviews: 49 reviews

Name: Pantai maron
Link: https://www.google.com/maps/search/Pantai+maron/@-6.9539953,110.3601424?authuser=0&hl=id&entry=ttu
Reviews: 13 reviews

Name: Pusat Rekreasi Pantai Marina
Link: https://www.google.com/maps/search/Pusat+Rekreasi+Pantai+Marina/@-6.9489365,110.3893037?authuser=0&hl=id&entry=ttu
Reviews: 5 reviews",,0895-3353-07382,,Pantai Gabdor (Pemilik),https://www.google.com/maps/contrib/112758199530470015694,https://lh3.ggpht.com/p/AC9h4nosmVO00NmYjwNAwRHsZG6WJbn_awiPYVYtzlgVC72C1hS-BgExhOTKr0ADGHp0bis_uPd5jZrlmAqeaJ6GSce7yEpjR2ZvA9lTzIWAHyEBx9w4wZ4qt9cg6GSqnlrGCE0mfPJZ9w=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"392P+J4, Tambakharjo, Kota Semarang, Jawa Tengah","kerapu, mancing",https://www.google.com/maps/place/Pantai+Gabdor/data=!4m7!3m6!1s0x2e70f5a2721318d1:0x25c9fe71eecf8d74!8m2!3d-6.9484363!4d110.3852643!16s%2Fg%2F11t64d8s9g!19sChIJ0RgTcqL1cC4RdI3P7nH-ySU?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJgZ8bbGASZS4RUjiKF_3j5Qc,Pantai Tlk. Penyu,"Pantai pasir coklat yang ramai ini memiliki tempat makan, dermaga pemancingan, puing benteng & sewa perahu.",,2099,4.2,,,,,,,https://lh3.ggpht.com/p/AC9h4nqCXCij4fv5di_aRwnYAzj0pKav1s7xH00DVLBLnc377f0S-YP7GWpqzHPNftOtqGd9DFaWQT8dA5FPyUkAmbyCVHd1vVtD9lQ2YUPW_6q8qOkLPTYoyysDF1M-0neUOEIb8vje=s1024,Pantai,Pantai,,,Open All Days,Jawa Tengah,"pemandangan, nelayan, mendoan, mudik, ikan asin, tarif, pengamen, relatif, pungli, destinasi wisata",https://www.google.com/maps/place/Pantai+Tlk.+Penyu/data=!4m7!3m6!1s0x2e6512606c1b9f81:0x7e5e3fd178a3852!8m2!3d-7.7338402!4d109.0217855!16s%2Fg%2F12151gzm!19sChIJgZ8bbGASZS4RUjiKF_3j5Qc?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJN7Uc7ODXby4RTc8IEh54KT8,DESTINASI WISATA PANTAI INDAH KERTOSARI,,,119,4.2,"Name: Pantai Kaliprau Ulujami
Link: https://www.google.com/maps/search/Pantai+Kaliprau+Ulujami/@-6.8372509,109.5766203?authuser=0&hl=id&entry=ttu
Reviews: 416 reviews

Name: Pantai Opok Kertosari
Link: https://www.google.com/maps/search/Pantai+Opok+Kertosari/@-6.832677299999999,109.56385309999999?authuser=0&hl=id&entry=ttu
Reviews: 50 reviews

Name: Pantai Indah Kertosari Ulujami - Pemalang
Link: https://www.google.com/maps/search/Pantai+Indah+Kertosari+Ulujami+-+Pemalang/@-6.830735799999999,109.56433969999999?authuser=0&hl=id&entry=ttu
Reviews: 8 reviews

Name: Pantai Asri Kertosari
Link: https://www.google.com/maps/search/Pantai+Asri+Kertosari/@-6.8310596,109.5642714?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: spot muara kertosari
Link: https://www.google.com/maps/search/spot+muara+kertosari/@-6.829263,109.56186729999999?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,,1,DESTINASI WISATA PANTAI INDAH KERTOSARI (Pemilik),,https://lh3.ggpht.com/p/AC9h4nqvdQ7HfWxryi71uHctLgo-kfVFCXpHBTEROdK0hOpApLy5eMNrCvlrc7-N3tikkHv_puNO9oLUpXhZ60AbTTO-sfjuXdYxJg-mRuYCjql11zTgOWjSAUFVLMnvj5xudPTQgyNrdQ=s1024,Tujuan Wisata,Tujuan Wisata,06.00-17.00,,Open All Days,"5H97+HP9, Sawah, Kertosari, Kec. Ulujami, Kabupaten Pemalang, Jawa Tengah","tiket, laut, parkir, harga",https://www.google.com/maps/place/DESTINASI+WISATA+PANTAI+INDAH+KERTOSARI/data=!4m7!3m6!1s0x2e6fd7e0ec1cb537:0x3f29781e1208cf4d!8m2!3d-6.8310906!4d109.5643685!16s%2Fg%2F11gb407320!19sChIJN7Uc7ODXby4RTc8IEh54KT8?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJAUBnnxPDey4RU6CmteRzv9s,Pantai Kali Mirah,,,131,4.4,"Name: Pantai Nampu
Link: https://www.google.com/maps/search/Pantai+Nampu/@-8.2104915,110.9034865?authuser=0&hl=id&entry=ttu
Reviews: 3928 reviews

Name: Pantai Kwaru Gunturharjo Paranggupito Wonogiri
Link: https://www.google.com/maps/search/Pantai+Kwaru+Gunturharjo+Paranggupito+Wonogiri/@-8.2111416,110.89700959999999?authuser=0&hl=id&entry=ttu
Reviews: 186 reviews

Name: Pantai Mlenas
Link: https://www.google.com/maps/search/Pantai+Mlenas/@-8.2058945,110.8394706?authuser=0&hl=id&entry=ttu
Reviews: 29 reviews

Name: Tebing KarangBang
Link: https://www.google.com/maps/search/Tebing+KarangBang/@-8.2097525,110.8879736?authuser=0&hl=id&entry=ttu
Reviews: 12 reviews

Name: Tebing Kranding
Link: https://www.google.com/maps/search/Tebing+Kranding/@-8.205484,110.8601765?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",http://gudangharjo.blogspot.co.id/,,1,Pantai Kali Mirah (Pemilik),,https://lh3.ggpht.com/p/AC9h4nrZCKjEkrJ-pTR-ZgLt_x4q2dleupKEz8_O4VnoaEigkTCPqOQXG0feIIeG6Dnz192OyKTRhyPCNXRuJfyyRjkuQqMp1emTRp4bG4kI8yPhFQh2hAXCA1mdOosQ6KvK7BZmbd_nxQ=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"QVVC+QMG, Dawung, Gudangharjo, Kec. Paranggupito, Kabupaten Wonogiri, Jawa Tengah 57678","pantainya, parkir, ombak, batu, kehidupan laut, toilet, warga, biota, ladang, turunan",https://www.google.com/maps/place/Pantai+Kali+Mirah/data=!4m7!3m6!1s0x2e7bc3139f674001:0xdbbf73e4b5a6a053!8m2!3d-8.2055724!4d110.8717126!16s%2Fg%2F11by_gnwc4!19sChIJAUBnnxPDey4RU6CmteRzv9s?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJNaHlXhT1cC4RqFpdJt5oVdk,Pantai Maron West Semarang,,,200,3.7,,,,,,,https://lh3.ggpht.com/p/AC9h4nq5b0UqxaMozU8gE5Sh3pzEYtzjMhOyZ-eIGqXIH4sVUt6E6tEYkFyvbFTA4HNhS2P3oi06WCRHssEpCb_CY6_qlk14u5N_7b2YD-U32Tr7qp-wRmOuue11DLSJmWLVwC-TPjSiuQ=s1024,Pantai,Pantai,,,Open All Days,Jawa Tengah,"hujan, wisata, take off, orang, motor, kerang, pemandangan, tanah, kebersihan, warna",https://www.google.com/maps/place/Pantai+Maron+West+Semarang/data=!4m7!3m6!1s0x2e70f5145ee5a135:0xd95568de265d5aa8!8m2!3d-6.9544628!4d110.3612287!16s%2Fg%2F12xqpf71v!19sChIJNaHlXhT1cC4RqFpdJt5oVdk?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ31BA_sE9cS4R2DgQj8FqOg4,Pantai Bondo Jepara,,,666,4.6,"Name: Pantai Blebak Jepara
Link: https://www.google.com/maps/search/Pantai+Blebak+Jepara/@-6.5031256,110.6697446?authuser=0&hl=id&entry=ttu
Reviews: 1608 reviews

Name: Pantai Ombak Mati
Link: https://www.google.com/maps/search/Pantai+Ombak+Mati/@-6.4686699999999995,110.71352909999999?authuser=0&hl=id&entry=ttu
Reviews: 376 reviews

Name: Wisata Pantai Bondo
Link: https://www.google.com/maps/search/Wisata+Pantai+Bondo/@-6.4705252,110.7129703?authuser=0&hl=id&entry=ttu
Reviews: 5 reviews

Name: Tempat pantai bondi
Link: https://www.google.com/maps/search/Tempat+pantai+bondi/@-6.4699683,110.7128901?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: bondo
Link: https://www.google.com/maps/search/bondo/@-6.474757800000001,110.7088215?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,0822-2161-0350,,Pantai Bondo Jepara (Pemilik),https://www.google.com/maps/contrib/101096988982802657720,https://lh3.ggpht.com/p/AC9h4nqeW10UdUI45fSsJQ4U3WE-JmsUfdXmE3S72iocO4gcEUvcd8oW4wexPCAwxsyXxgcWFLMmePjPnPDybhJ8Dc90Tdl37LrACKupBp_3xSGZRB1JqBD6e_inHt8zvH8yc-iZK_Lw=s1024,Tujuan Wisata,Tujuan Wisata,,,Open All Days,"Rw. I, Bondo, Kec. Bangsri, Kabupaten Jepara, Jawa Tengah 59453","pasir, ombak, sunset, anak, pinggir pantai, liburan, bermain, biaya, weekend, homestay",https://www.google.com/maps/place/Pantai+Bondo+Jepara/data=!4m7!3m6!1s0x2e713dc1fe4050df:0xe3a6ac18f1038d8!8m2!3d-6.4705323!4d110.7126151!16s%2Fg%2F11r49h04w5!19sChIJ31BA_sE9cS4R2DgQj8FqOg4?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJgRb2eCAmcC4Rof_cDF81TCs,Pantai Asri Api-Api,,,99,4.1,"Name: Pantai Wonokerto
Link: https://www.google.com/maps/search/Pantai+Wonokerto/@-6.8458071,109.6336352?authuser=0&hl=id&entry=ttu
Reviews: 1463 reviews

Name: Pantai Sari Pekalongan
Link: https://www.google.com/maps/search/Pantai+Sari+Pekalongan/@-6.8588546,109.68490779999999?authuser=0&hl=id&entry=ttu
Reviews: 955 reviews

Name: Wisata Bahari PPNP
Link: https://www.google.com/maps/search/Wisata+Bahari+PPNP/@-6.8583253,109.69196219999999?authuser=0&hl=id&entry=ttu
Reviews: 447 reviews

Name: Pantai tebing cina
Link: https://www.google.com/maps/search/Pantai+tebing+cina/@-6.8664369,109.7098462?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: Pantai pasir sari
Link: https://www.google.com/maps/search/Pantai+pasir+sari/@-6.8898361999999995,109.6745916?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,,1,Pantai Asri Api-Api (Pemilik),,https://lh3.ggpht.com/p/AC9h4nrlMO7ekz5mIt4lRsIvpqJ2xaweHAdtXSR-75lyV4V0FL0JW0IL48WGAbv2WNTn-_6HOejaVIApY9E0yns1kDIGkoPvBDF30wRnW13JeCu0CZyBvAoSVv-5j8RStAHcdVUqCSi1Rg=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"5J3P+6WJ, Sawah, Api-Api, Kec. Wonokerto, Kabupaten Pekalongan, Jawa Tengah 51153",pantainya,https://www.google.com/maps/place/Pantai+Asri+Api-Api/data=!4m7!3m6!1s0x2e70262078f61681:0x2b4c355f0cdcffa1!8m2!3d-6.8469013!4d109.6372743!16s%2Fg%2F11bvvxcdg8!19sChIJgRb2eCAmcC4Rof_cDF81TCs?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJo6Qnte0ecS4RYhlUPzId7_c,Kura-Kura Ocean Park,,,1866,4.3,"Name: Jepara Ourland Park
Link: https://www.google.com/maps/search/Jepara+Ourland+Park/@-6.5470222,110.66275999999999?authuser=0&hl=id&entry=ttu
Reviews: 5482 reviews

Name: Tiara Park Waterboom
Link: https://www.google.com/maps/search/Tiara+Park+Waterboom/@-6.7353187,110.7136601?authuser=0&hl=id&entry=ttu
Reviews: 1939 reviews

Name: Museum RA Kartini Jepara
Link: https://www.google.com/maps/search/Museum+RA+Kartini+Jepara/@-6.5888124999999995,110.6674407?authuser=0&hl=id&entry=ttu
Reviews: 1338 reviews

Name: Rainbow Adventure Park Jepara
Link: https://www.google.com/maps/search/Rainbow+Adventure+Park+Jepara/@-6.630397599999999,110.64713739999999?authuser=0&hl=id&entry=ttu
Reviews: 309 reviews

Name: Pantai Kartini Kura
Link: https://www.google.com/maps/search/Pantai+Kartini+Kura/@-6.5888835,110.64482029999999?authuser=0&hl=id&entry=ttu
Reviews: 119 reviews",https://pantaikartini.com/,,1,Kura-Kura Ocean Park (Pemilik),,https://lh3.ggpht.com/p/AC9h4npDGB5sNSTwoIOUSjXh3WOKVAmcJYBOrkBUffTuiF1o0U1cfd5ZW_x9oc8-HXZkXQ8E3SJva-Kc3LGoJ6HezA91h-5A_aZls_Ai8wOKnZ7jzY4EktJNe47jaOa0Kwu4uMW1W8qABQ=s1024,Tujuan Wisata,"Tujuan Wisata, Akuarium",08.00-18.00,,Open All Days,"CJ6W+G29, Pantai Kartini, Rw. IV, Bulu, Kec. Jepara, Kabupaten Jepara, Jawa Tengah","aquarium, lantai, dewasa, edukasi, kebersihan, biota laut, ikan laut, raksasa, 3d, akuarium besar",https://www.google.com/maps/place/Kura-Kura+Ocean+Park/data=!4m7!3m6!1s0x2e711eedb527a4a3:0xf7ef1d323f541962!8m2!3d-6.5887046!4d110.645119!16s%2Fg%2F120jfczm!19sChIJo6Qnte0ecS4RYhlUPzId7_c?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJl0LzPS1fcC4RHUY6VoxiFRg,Pantai Ucil Pelabuhan Kaliwungu,,,15,4,"Name: Gimbal melan pantai ngebum
Link: https://www.google.com/maps/search/Gimbal+melan+pantai+ngebum/@-6.9272643,110.30157919999999?authuser=0&hl=id&entry=ttu
Reviews: 1718 reviews

Name: Pelabuhan Kendal
Link: https://www.google.com/maps/search/Pelabuhan+Kendal/@-6.918259,110.2872709?authuser=0&hl=id&entry=ttu
Reviews: 1680 reviews

Name: Pantai Ngebum
Link: https://www.google.com/maps/search/Pantai+Ngebum/@-6.9271044999999996,110.3013252?authuser=0&hl=id&entry=ttu
Reviews: 245 reviews

Name: Pantai Gembis
Link: https://www.google.com/maps/search/Pantai+Gembis/@-6.917463,110.27792459999999?authuser=0&hl=id&entry=ttu
Reviews: 3 reviews

Name: Sunset Pelabuhan Kendal
Link: https://www.google.com/maps/search/Sunset+Pelabuhan+Kendal/@-6.920578,110.2883195?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,,1,Pantai Ucil Pelabuhan Kaliwungu (Pemilik),,https://lh3.ggpht.com/p/AC9h4nqXdR6QRxPhvgaIAxifXizWI7Rh47nzsxYt8zJk6OQjlYxJFyIcgStZUtBG8W1jd3bj8RV57LHiHljWYfKJhvNXTMJAWtgwMDFD27_yUifsyo0w9GUapuGs3eggDd7rDLBW3MfHyA=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"Jl. Pelabuhan II RBF blok T-3, kawasan Induatri, Tambak, Wonorejo, Kec. Kaliwungu, Kabupaten Kendal, Jawa Tengah 51372",air,https://www.google.com/maps/place/Pantai+Ucil+Pelabuhan+Kaliwungu/data=!4m7!3m6!1s0x2e705f2d3df34297:0x1815628c563a461d!8m2!3d-6.9191515!4d110.2878806!16s%2Fg%2F11rz9ndm7t!19sChIJl0LzPS1fcC4RHUY6VoxiFRg?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJKbx0VnW3by4ResaWrp-US_g,Pantai Alam Indah,Area pantai dengan restoran-restoran sederhana & pantai berpasir gelap untuk berenang dan berjemur.,,5350,4.1,,,,,,,https://lh3.ggpht.com/p/AC9h4noWhqLXHzoXcYEMxxHR4C600y-lbLu9QhJkkgrnoL_RRcUzRpf-TymWuo1-NaEkT9gbxxQBEUgEMdLzoVL2nDZSa5MF7e7K5DyJyAk-7coxCjZut_wJY5VH0aSY4R9Ev1ZxlLTWhQ=s1024,Pantai,Pantai,,,Open All Days,"Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah","kebersihan, pedagang, warung, pai, fasilitas, destinasi wisata, kesadaran, retribusi, pungli, lampion",https://www.google.com/maps/place/Pantai+Alam+Indah/data=!4m7!3m6!1s0x2e6fb7755674bc29:0xf84b949fae96c67a!8m2!3d-6.8475532!4d109.1403735!16s%2Fg%2F11b81xrvtz!19sChIJKbx0VnW3by4ResaWrp-US_g?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJgVBXLns8cS4RW_uSZrD-KrQ,Pantai Suweru,,,80,4.1,,http://wisatahits.blogspot.com/,,,,,https://lh3.ggpht.com/p/AC9h4no09J6O1TCE_UxdMlyVE19PrX9lfdX8cOCocATaToxVgmJRKfFAOzFGthaa0JCMr8PaFIZMxuHbTj2NaNqU3YQmA6kRWNAGa9dRGB3Pm7ZpBu4n_9_M16y-D1AgRhwrjafH-LdT=s1024,Pantai,Pantai,,,Open All Days,"Sawah, Balong, Kec. Kembang, Kabupaten Jepara, Jawa Tengah 59453","karet, hutan",https://www.google.com/maps/place/Pantai+Suweru/data=!4m7!3m6!1s0x2e713c7b2e575081:0xb42afeb06692fb5b!8m2!3d-6.4267264!4d110.7962021!16s%2Fg%2F11cjnnzhzl!19sChIJgVBXLns8cS4RW_uSZrD-KrQ?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
